艦船ID,図鑑番号,艦名,読み,艦種,艦型,ソート順,改装前,改装後,改装Lv,改装弾薬,改装鋼材,改装設計図,カタパルト,戦闘詳報,新型航空兵装資材,改装段階,耐久初期,耐久最大,耐久結婚,耐久改修,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期最小,対潜初期最大,対潜最大,対潜180最小,対潜180最大,回避初期最小,回避初期最大,回避最大,回避180最小,回避180最大,索敵初期最小,索敵初期最大,索敵最大,索敵180最小,索敵180最大,運初期,運最大,速力,射程,レア,スロット数,搭載機数1,搭載機数2,搭載機数3,搭載機数4,搭載機数5,初期装備1,初期装備2,初期装備3,初期装備4,初期装備5,建造時間,解体燃料,解体弾薬,解体鋼材,解体ボーキ,改修火力,改修雷装,改修対空,改修装甲,ドロップ文章,図鑑文章,搭載燃料,搭載弾薬,ボイス,リソース名,画像バージョン,ボイスバージョン,母港ボイスバージョン
468,268,"朝潮改二丁","あさしお",2,18,15177,463,463,85,360,390,0,0,0,0,3,34,59,39,41,12,55,36,86,30,75,15,55,45,45,89,125,125,47,47,88,121,121,10,10,55,91,91,17,70,10,1,7,3,0,0,0,0,0,-1,-1,-1,-1,-1,22,1,2,10,0,2,2,1,1,"駆逐艦、朝潮です。<br>勝負ならいつでも受けて立つ覚悟です。","朝潮型駆逐艦のネームシップ、朝潮よ。<br>バランスのとれた量産型駆逐艦として建造され、戦線<br>を支えたの。<br>私の進化改良型が陽炎型になるわね。",15,20,3,"schftfqkstxa",22,25,627
469,269,"江風改二","かわかぜ",2,23,15156,351,0,0,0,0,0,0,0,0,2,31,54,36,38,16,62,38,96,18,64,14,51,25,25,63,94,94,51,51,89,120,120,13,13,53,85,85,19,75,10,1,6,3,0,0,0,0,0,63,15,101,-1,-1,22,1,2,10,0,2,2,1,1,"白露型駆逐艦九番艦、<br>改白露型の江風だよ。よろしくな！<br>あ、読み方、間違えンなよ。","白露型九番艦、改白露型駆逐艦の江風だ。<br>そうさ、海風の姉貴たちと同じ、マル２計画で建造さ<br>れたよ。まー、働いた働いた。ソロモン海は何度も駆<br>け回ったよ。最期は夜戦さ。敵さんの電探…ありゃー<br>反則さ。",15,20,3,"rwrhhyeloenn",43,1,627
470,270,"霞改二乙","かすみ",2,18,15267,464,464,88,300,390,0,0,0,0,3,31,53,36,38,12,61,30,83,32,82,15,52,28,28,68,100,100,56,56,92,121,121,15,15,56,89,89,37,97,10,1,7,3,0,0,0,0,0,-1,-1,-1,-1,-1,22,1,2,10,0,1,2,2,1,"霞よ。<br>ガンガンいくわよ。ついてらっしゃい。","歴戦の主力駆逐艦として奮戦したわ。<br>最後は戦艦大和と共に坊ノ岬沖海戦で米艦載機の猛攻<br>と戦ったの。<br>負けないわ！",15,20,1,"vxrvwfxhlbag",16,25,627
471,271,"神風","かみかぜ",2,66,13161,0,476,50,130,80,0,0,0,0,0,12,23,16,18,5,28,12,36,5,26,5,17,20,20,60,92,92,39,39,80,113,113,5,5,18,28,28,30,79,10,1,4,2,0,0,0,0,0,1,174,-1,-1,-1,18,1,1,3,0,1,1,0,0,"待たせたわね、司令官。<br>神風型駆逐艦、一番艦、神風。推参です！<br>みんな、いい？　ついてらっしゃい！","神風型駆逐艦一番艦、神風です。八八艦隊計画の時代<br>に建造された艦隊型駆逐艦、そのネームシップです。<br>睦月型の前級にあたる私達だけれど、あの戦いを最後<br>まで駆け抜けたのよ。<br>私達のことも、覚えていてね。",15,15,1,"xqqqhgvzjuae",18,1,627
472,272,"朝風","あさかぜ",2,66,13171,0,370,50,150,80,0,0,0,0,0,12,23,16,18,5,29,12,37,6,27,5,17,17,17,55,86,86,37,37,72,100,100,6,6,19,29,29,13,72,10,1,4,2,0,0,0,0,0,1,174,-1,-1,-1,18,1,1,3,0,1,1,0,0,"おはよう！　朝風よ。神風型駆逐艦二番艦、朝風。<br>司令官？　早く覚えなさい！　いい？","神風型駆逐艦二番艦の朝風よ。長崎生まれ。妹の春風<br>たちと一緒に、歴史ある第五駆逐隊を編成したわ。旗<br>艦は当然私。緒戦の海戦や攻略戦に参加したわ。もち<br>ろん、大切な船団護衛もしっかりきっちりやりきった<br>わよ。<br>うん……やるだけ、やったんだから！",15,15,1,"fmsaumjkejlm",2,1,627
473,273,"春風","はるかぜ",2,66,13181,0,363,50,110,80,0,0,0,0,0,12,23,16,18,5,27,12,36,6,28,5,17,18,18,56,87,87,38,38,74,103,103,4,4,17,27,27,25,74,10,1,4,2,0,0,0,0,0,1,174,-1,-1,-1,18,1,1,3,0,1,1,0,0,"神風型駆逐艦の三番艦、春風と申します。<br>司令官様、どうぞお見知りくださいませ。","神風型駆逐艦の三番艦、春風と申します。舞鶴生まれ<br>です。<br>以前は第五駆逐艦とも呼ばれていたのですが、春風と<br>いう大切な名前を頂きました。第五駆逐隊、そして第<br>一海上護衛隊に所属して、皆さんをお守りしました。<br>戦いが終わった後も…お守りします。",15,15,1,"gfogtnmgovlq",1,1,627
474,274,"松風","まつかぜ",2,66,13191,0,371,50,130,80,0,0,0,0,0,12,23,16,18,5,28,12,38,5,25,5,17,21,21,62,95,95,36,36,73,103,103,4,4,18,29,29,12,70,10,1,4,2,0,0,0,0,0,1,174,-1,-1,-1,18,1,1,3,0,1,1,0,0,"僕が神風型駆逐艦四番艦、松風だ。キミが僕の司令官か。<br>いいね。僕の背中は任せたよ！<br>さあ、一緒に行こう！","神風型駆逐艦、その四番艦、松風だ。旧式だって？<br>は！冗談じゃない。攻略作戦から南方ソロモン方面の<br>最前線、そして船団護衛まで、戦線を支えた僕たちを<br>忘れようったって、そうはいかないさ。<br>神風型の仲間達、そしてこの松風、忘れんなよ。<br>頼んだぜ。",15,15,1,"uesladlyqrru",1,1,627
475,275,"旗風","はたかぜ",2,66,13201,0,387,50,130,80,0,0,0,0,0,12,23,16,18,5,29,12,36,5,24,5,17,17,17,56,87,87,37,37,75,106,106,4,4,17,27,27,17,73,10,1,4,2,0,0,0,0,0,1,174,-1,-1,-1,18,1,1,3,0,1,1,0,0,"司令、神風型駆逐艦、旗風、参りました。<br>お供させて頂きます。よろしくお願い致します。","神風型駆逐艦五番艦、旗風と申します。<br>春風姉さん達と一緒に第五駆逐隊を編成し、お勤めさ<br>せていただきました。主力艦の護衛や、船団護衛に努<br>めました。戦いの後半の護送船団航路は……。護衛艦<br>艇も多く喪われていきました。",15,15,1,"sbvnvwfihmrd",1,1,627
476,276,"神風改","かみかぜ",2,66,13162,471,0,0,0,0,0,0,0,0,1,23,38,27,29,8,41,14,69,14,48,10,39,24,24,77,120,120,60,60,98,129,129,7,7,42,70,70,40,99,10,1,6,3,0,0,0,0,0,1,174,28,-1,-1,18,1,1,4,0,1,1,0,0,"司令官、私、頑張るから！<br>神風型駆逐艦、一番艦、神風。推参です！<br>全力で事に当たりましょう！","神風型駆逐艦一番艦、神風です。八八艦隊計画の時代<br>に建造された艦隊型駆逐艦、そのネームシップです。<br>睦月型の前級にあたる私達だけれど、あの戦いを最後<br>まで駆け抜けたのよ。<br>私達のことも、覚えていてね。",15,15,3,"osxrcrtldvru",18,1,627
477,277,"天龍改二","てんりゅう",3,21,10016,213,0,0,0,0,0,0,0,0,2,42,56,48,50,22,64,0,78,40,89,29,63,24,24,70,107,107,42,42,82,114,114,12,12,53,86,86,17,77,10,1,7,3,1,1,1,0,0,91,91,229,-1,-1,60,1,2,9,0,1,1,2,2,"","天龍型１番艦、天龍だ。<br>駆逐艦を束ねて、殴り込みの水雷戦隊を率いるぜ。<br>相棒は、同型艦の龍田だ。<br>あいつ、ちゃんとやってるかな？ま、いいけどな。",25,25,1,"aoprntdhsoqa",29,2,627
478,278,"龍田改二","たつた",3,21,10026,214,0,0,0,0,0,0,0,0,2,42,56,48,50,13,50,20,80,32,80,29,63,50,50,82,108,108,42,42,84,118,118,10,10,52,86,86,18,79,10,1,7,3,1,1,1,0,0,91,45,174,-1,-1,60,1,2,9,0,1,1,2,2,"","軽巡洋艦、天龍型２番艦の龍田よ。<br>生まれは佐世保なの。<br>天龍ちゃんがみんなに迷惑かけてない？心配よね～。<br>え？私？私は潜水艦が、ちょっと鬼門だわ～。",25,25,1,"usewjvwytald",29,1,627
479,279,"天霧","あまぎり",2,1,14151,0,390,35,170,130,0,0,0,0,0,15,29,19,21,10,30,27,70,12,39,5,20,20,20,49,72,72,41,41,80,111,111,5,5,20,32,32,11,57,10,1,4,2,0,0,0,0,0,2,-1,-1,-1,-1,20,1,1,5,0,0,1,0,0,"さあ、いってみよう！<br>綾波型駆逐艦、天霧だ。よろしくな、提督！","綾波型駆逐艦、五番艦の天霧だ。そう、重武装の特型<br>駆逐艦だぜ。微妙に旧式だって？馬鹿いうな。各作戦<br>やソロモンの夜を駆け抜けたあたしだよ？そうさ、大<br>統領になる男を水もしたたるいい男にしてやったこと<br>もある。出逢いってのは面白いな！",15,20,0,"xvgcgmwruygk",67,1,627
480,280,"狭霧","さぎり",2,1,14161,0,391,30,130,110,0,0,0,0,0,15,29,19,21,10,29,27,69,12,39,5,19,20,20,49,72,72,40,40,79,110,110,5,5,19,30,30,6,46,10,1,4,2,0,0,0,0,0,2,-1,-1,-1,-1,20,1,1,5,0,0,1,0,0,"提督、あの、私……<br>綾波型駆逐艦……狭霧といいます。<br>お手伝いできるよう、頑張ります。","綾波型駆逐艦、六番艦の狭霧です。そうですね、吹雪<br>型一番艦から数えて十六隻目の特型駆逐艦です。天霧<br>たちと第二十駆逐隊を編成し、三水戦の一翼を担いま<br>した。あまり多くの戦いを経験してはいませんが、お<br>味方のために尽くしたいと思います。",15,20,0,"tbgbgvlvagls",79,1,627
481,281,"水無月","みなづき",2,28,13301,0,366,20,100,100,0,0,0,0,0,13,24,17,19,6,29,18,49,7,29,5,18,17,17,41,60,60,37,37,69,95,95,4,4,17,27,27,13,53,10,1,4,2,0,0,0,0,0,1,-1,-1,-1,-1,18,1,1,4,0,1,1,0,0,"睦月型駆逐艦、その六番艦、水無月だよ。<br>遅れてごめん。司令官、よろしくね！……えへへ。","睦月型駆逐艦、その六番艦、水無月だよ。<br>横須賀の近く、浦賀で生まれたんだ。睦月型の姉や妹<br>達と共に、緒戦の戦いに参加したんだ。船団護衛も何<br>度も務めたよ。<br>ん？潜水艦？あれはやっかいな相手だよね。うん、わ<br>かるよ。",15,15,1,"xzuthqfclfmp",27,3,627
483,283,"伊26","い26",13,39,22241,0,367,50,200,140,0,0,0,0,0,14,19,18,19,2,9,32,75,0,0,4,18,0,0,0,0,0,13,13,37,56,56,10,10,39,62,62,14,51,5,1,4,1,0,0,0,0,0,-1,-1,-1,-1,-1,22,1,2,2,1,0,2,0,0,"ねえねえねえ！　貴方が提督なんだ！<br>あたし、伊26潜水艦！　ニムでいいよ！　よろしくね！","呉生まれの伊号だよ！<br>ねえねえ、あたしのことも覚えていてね！<br>通商破壊戦はもちろん、巡洋艦や空母だって食っちゃ<br>うから！<br>まかせておいて！",10,20,1,"qrubiqfijtfp",1,1,627
484,284,"浜波","はまなみ",2,38,16321,0,680,30,150,110,0,0,0,0,0,16,34,20,22,10,31,24,68,12,43,6,19,26,26,52,73,73,46,46,80,107,107,9,9,24,36,36,10,50,10,1,4,2,0,0,0,0,0,2,39,-1,-1,-1,24,1,1,6,0,0,1,0,1,"あ、あたし…夕雲型…駆逐艦…十三番艦……。<br>ちゃ、着任…しました……。は、浜波……です…。<br>あの…あの……あたしは……。","あ、あたし…夕雲型駆逐艦…十三番艦…浜波…です。<br>夕雲型の四隻と…三二駆を編成しました……。戦いの<br>中で…一隻一隻いなくなって…最期はなっちゃん達の<br>三一駆と一緒に…いきました。あの海は…怖い…。敵<br>の飛行機の群れも…こ…怖い…。怖い…です…。",15,20,1,"zvjbcleziwsc",91,19,627
485,285,"藤波","ふじなみ",2,38,16301,0,373,30,150,110,0,0,0,0,0,16,34,20,22,10,31,24,69,12,42,6,19,26,26,53,75,75,46,46,79,106,106,9,9,24,36,36,9,49,10,1,4,2,0,0,0,0,0,2,39,-1,-1,-1,24,1,1,6,0,0,1,0,1,"お疲れ！　夕雲型十一番艦、藤波よ。<br>司令、よろしくね！","艦隊型駆逐艦の決定版、夕雲型の十一番艦、藤波だ<br>よ。三十二駆、そして十一水戦でデビューしたんだ。<br>かなり状況は良くなかったけど、できる限り頑張った<br>よ。最期は華の二水戦で、艦隊決戦、捷一号作戦に参<br>加した…うん…辛かったな。でも、やれるだけはやっ<br>たんだ。覚えておいてね！",15,20,1,"hskuxickjvmq",42,25,627
486,286,"浦波","うらなみ",2,12,14101,0,368,30,100,100,0,0,0,0,0,15,29,19,21,10,29,27,69,10,39,5,19,20,20,49,72,72,42,42,84,118,118,5,5,19,30,30,14,54,10,1,4,2,0,0,0,0,0,297,13,-1,-1,-1,20,1,1,5,0,0,1,0,0,"特Ｉ型駆逐艦、吹雪型の末娘、浦波です。<br>司令官、どうぞよろしくお願い致します。","吹雪型駆逐艦十番艦、特改Ｉ型、浦波です。<br>佐世保生まれです。磯波姉さんや、綾波、敷波と共<br>に、第十九駆逐隊を編成しました。緒戦からミッド<br>ウェー、南方へも出動しました。<br>第十九駆逐隊……覚えていてくださいね。",15,20,1,"qhphdxqmvzbq",55,1,627
487,287,"鬼怒改二","きぬ",3,20,10126,289,0,0,0,0,0,0,0,0,2,45,61,51,53,15,58,28,84,41,86,29,68,49,49,87,118,118,44,44,82,113,113,15,15,60,96,96,17,72,10,1,7,3,1,1,1,0,0,91,131,68,-1,-1,75,2,2,10,0,1,2,2,2,"きたきたぁ！　鬼怒、いよいよ到着しましたよ！","神戸生まれの鬼怒だよ。<br>舞鶴の学校で訓練に励んだんだ。色々と大変になって<br>きた後は、南西方面で頑張ったよ…いやぁ、大変だっ<br>たなあ。球磨ちゃんには随分と助けてもらったんだ。<br>でも…パナイ島だけはマジパナイ！改装された鬼怒の<br>魅力もマジパナイ！",25,30,3,"glyidgppuqgp",3,1,627
488,288,"由良改二","ゆら",3,20,10116,220,0,0,0,0,0,0,0,0,2,45,61,51,53,14,57,26,83,36,88,29,67,49,49,83,110,110,43,43,84,117,117,17,17,64,102,102,16,71,10,1,7,3,1,2,1,0,0,229,238,-1,-1,-1,75,2,2,10,0,1,2,2,2,"<br>","長良型軽巡４番艦の由良です。<br>私たちの中では、初めて水上偵察機を搭載したの。<br>水雷戦隊や潜水戦隊の旗艦として、活躍したのよ？<br>ドーントレスとかＢ17とかそういうのはちょっと苦<br>手。",25,30,3,"rwectccrwkub",43,44,627
489,289,"満潮改二","みちしお",2,18,15196,250,0,0,0,0,0,0,0,0,2,31,54,36,38,19,69,32,89,20,65,15,54,26,26,60,87,87,51,51,90,121,121,10,10,55,91,91,18,77,10,1,7,3,0,0,0,0,0,266,74,28,-1,-1,22,1,2,10,0,2,2,1,1,"","駆逐艦、満潮よ。<br>姉妹艦の朝潮、大潮、荒潮とは第８駆逐隊で腐れ縁の<br>仲。でも、最後は離れ離れ。<br>私は西村艦隊の一員として、レイテに突入を図った<br>わ。",15,20,1,"nhulrhmihxop",23,19,627
490,290,"荒潮改二","あらしお",2,18,15206,251,0,0,0,0,0,0,0,0,2,31,54,36,38,19,69,33,88,22,70,14,52,26,26,59,86,86,50,50,90,122,122,11,11,52,85,85,17,71,10,1,4,3,0,0,0,0,0,68,74,15,-1,-1,22,1,2,10,0,2,2,1,1,"あら。自己紹介まだでしたかー。<br>私、荒潮です。","神戸娘の駆逐艦よ？そう、名前は荒潮。<br>姉妹達とけっこう色々頑張ったのよ。<br>でも、私の煙突に爆弾落とすのだけは、ちょっとやめ<br>てほしいわ。",15,20,1,"hrkuspdmjtmd",21,25,627
491,291,"Commandant Teste","コマンダン・テスト",16,70,34211,0,372,40,380,200,0,0,0,0,0,42,63,48,50,28,48,0,0,18,40,24,50,0,0,0,0,0,20,20,43,61,61,32,32,70,101,101,17,79,5,1,6,3,12,7,7,0,0,194,-1,-1,-1,-1,140,3,4,13,6,2,0,1,3,"Bonjour！<br>Enchantée　 Je m’appelle Commandant Teste<br>提督、どうぞよろしくお願い致します。","自由・平等・博愛の国からまいりました、水上機母艦<br>Commandant Testeです。<br>充実の搭載機数と水上機の補修も可能な本格的な水上<br>機母艦として生まれました。巡洋艦並の火力もいいで<br>しょう？<br>え、実戦での活躍ですか？ C’est la vie！",35,40,1,"ighfxhygboim",78,20,627
492,292,"Richelieu","リシュリュー",8,79,34011,0,392,45,1600,2000,0,0,0,0,0,85,93,93,93,64,94,0,0,22,70,72,90,0,0,0,0,0,36,36,67,92,92,14,14,50,79,79,22,82,10,3,7,4,3,3,3,3,0,245,247,-1,-1,-1,300,11,17,36,4,4,0,2,3,"Je suis vraiment ravie de vous rencontrer amiral.<br>お逢いできて嬉しいです、amiral<br>戦艦Richelieu、まいります。","Richelieu級戦艦一番艦、Richelieuよ。自由・平<br>等・博愛の国で生まれた最強の戦艦といったほうが話<br>が早いかしら？特にこの四連装主砲は流石…といった<br>ところね。そうね、あの戦いは両陣営でも戦ったわ。<br>まあ、色々あるの。C’est comme ca.",100,125,1,"mbuqrrnwsofd",57,40,627
493,293,"伊400","い400",14,44,22111,0,606,37,100,300,0,0,0,0,0,20,24,24,24,2,10,36,73,0,0,5,24,0,0,0,0,0,13,13,34,51,51,15,15,46,71,71,19,58,5,1,6,1,3,0,0,0,0,-1,-1,-1,-1,-1,200,1,2,3,2,0,1,1,1,"提督、ごきげんよう。潜特型の長女、<br>一番艦、伊400です。ん…。し…お……ん？<br>そう…しおん…とお呼びください。","潜特型、伊400型潜水艦、その一番艦、伊400です。<br>対艦船用戦術潜水艦ではなく、戦略運用のために建造<br>された、新コンセプトの潜水空母なんです。もちろん<br>艦載機は「晴嵐」さん。戦う前に矛を収めた私たち姉<br>妹、きっと覚えていてくださいね。",20,15,3,"lksmyghdkbsg",1,1,627
494,294,"伊13","い13",14,71,22011,0,374,45,100,280,0,0,0,0,0,18,23,22,23,2,9,27,68,0,0,5,22,0,0,0,0,0,11,11,36,56,56,13,13,43,67,67,6,39,5,1,5,2,2,0,0,0,0,-1,-1,-1,-1,-1,200,1,2,3,2,0,1,1,1,"大型潜水空母、潜特型を補完するために生まれました……<br>伊十三型潜水艦、伊13です。あの…私…ヒトミと………<br>いえ…なんでも…ないの……。","伊九型潜水艦の改良改装型、伊十三型潜水艦の伊13<br>です。妹の伊14と共に神戸で生まれたの。そうよ…<br>あの潜特型に準ずる、「晴嵐」を運用するための潜水<br>空母。時代に先んじた秘めた力があったのよ。姉妹で<br>彩雲輸送作戦「光」作戦に参加したの。でも、小笠原<br>あたりから…記憶は…あまり覚えて…ごめんなさい。",15,15,1,"sfficpxrcodd",1,1,627
495,295,"伊14","い14",14,71,22021,0,375,45,100,280,0,0,0,0,0,18,23,22,23,2,9,27,66,0,0,5,22,0,0,0,0,0,14,14,39,59,59,14,14,44,68,68,24,64,5,1,6,2,2,0,0,0,0,-1,-1,-1,-1,-1,200,1,2,3,2,0,1,1,1,"晴嵐運用のために生まれた伊号潜水艦、伊14よ。<br>いいよ、イヨって呼んで。提督、よろしくどうぞ！","伊十三型潜水艦、その二番艦、伊14よ！戦略運用を<br>目指す潜水空母艦隊を構成するために建造されたの。<br>生まれた時には、もうそんな状況ではなかったけれ<br>ど。六三一空の晴嵐隊と共に実戦で活躍することはで<br>きなかったけど、あの戦局の中で「光」作戦を成功さ<br>せたんだから！伊14…そして伊13、覚えていてね。",15,15,1,"umpejcgdjwrp",1,1,627
496,296,"Zara due","ザラ",5,64,31316,358,0,0,0,0,0,0,0,0,2,62,74,69,71,57,87,0,48,35,90,55,88,0,0,0,0,0,38,38,73,101,101,19,19,64,100,100,17,70,10,3,8,4,6,3,3,3,0,164,162,72,-1,-1,70,4,10,25,5,4,0,2,3,"Buon Giornov！ ザラ級重巡、一番艦ザラです！<br>粘り強さが信条です。提督、よろしくね！","ザラ級重巡洋艦、その一番艦、ザラです。巡洋艦同士<br>の昼間水上砲戦なら、誰にも負けない自負はありま<br>す。妹のポーラが少し心配だけど、この艦隊なら！提<br>督、頑張りましょう！<br>重巡ザラ、艦隊に参加します！",50,80,3,"jprnkicueltw",17,1,627
497,297,"白露改二","しらつゆ",2,23,15076,242,0,0,0,0,0,0,0,0,2,31,49,36,38,16,69,28,87,17,71,14,50,30,30,83,126,126,50,50,91,124,124,10,10,50,82,82,16,80,10,1,7,3,0,0,0,0,0,266,88,226,-1,-1,22,1,2,10,0,2,2,1,1,"","初春型駆逐艦の次に開発された白露型の１番艦、白露<br>だよ！　そう、１番艦だよ、１番艦。<br>色々と改良された艦隊型駆逐艦なんだから！<br>え？慌ててタンカーと衝突しないようにって？大丈<br>夫！",15,20,3,"zeebmcpibdkn",63,70,627
498,298,"村雨改二","むらさめ",2,23,15096,244,0,0,0,0,0,0,0,0,2,31,49,36,38,16,68,28,88,18,70,14,51,29,29,77,116,116,48,48,90,124,124,9,9,47,78,78,17,77,10,1,7,3,0,0,0,0,0,266,15,40,-1,-1,22,1,2,10,0,2,2,1,1,"","白露型駆逐艦３番艦、村雨よ。<br>雨の名前の駆逐艦群なんてお洒落よね？<br>姉妹艦の夕立たちと一緒に第２駆逐隊を編成したの。<br>鼠輸送ですって？　失礼しちゃう、ガダルカナル島輸<br>送作戦でも活躍したわ！",15,20,1,"cppixsrylduw",81,99,627
499,299,"神威改","かもい",16,72,6022,162,500,60,30,240,0,0,0,0,1,37,48,42,44,6,22,0,0,12,28,13,29,0,0,0,0,0,13,13,27,38,38,22,22,48,69,69,19,69,5,2,5,3,11,8,3,0,0,-1,-1,-1,-1,-1,140,3,0,10,1,0,0,1,1,"給油艦、神威と申します。<br>はい、北海道神威岬由来の名前を頂いています。<br>できる限り、頑張りますね。","給油艦として建造された「神威」です。<br>米国で生まれ、その後水上機母艦に改装されました。<br>水上機収容用ハイン式マットは思ったより便利ではな<br>かったけれど……。最終的に飛行艇母艦となり、輸送<br>作戦に従事しました。戦いの前は、米艦と共に女性飛<br>行家の捜索も頑張りました。",30,15,3,"tuzyehskgaup",45,1,627
500,300,"神威改母","かもい",22,72,6023,499,0,0,0,0,0,0,0,0,2,39,51,44,46,7,25,0,0,14,34,17,33,10,10,30,46,46,16,16,38,56,56,24,24,54,78,78,20,79,5,2,6,3,1,1,1,0,0,-1,-1,-1,-1,-1,140,3,0,10,3,0,0,2,1,"給油艦、神威と申します。<br>はい、北海道神威岬由来の名前を頂いています。<br>できる限り、頑張りますね。","給油艦として建造された「神威」です。<br>米国で生まれ、その後水上機母艦に改装されました。<br>水上機収容用ハイン式マットは思ったより便利ではな<br>かったけれど……。最終的に飛行艇母艦となり、輸送<br>作戦に従事しました。戦いの前は、米艦と共に女性飛<br>行家の捜索も頑張りました。",30,20,3,"mxltvkpyuklh",45,1,627
501,301,"最上改二","もがみ",6,9,9016,73,506,90,1300,1700,0,0,0,0,2,60,73,67,69,30,76,38,88,30,86,41,77,0,0,0,0,0,39,39,83,119,119,28,28,86,133,133,18,80,10,2,7,4,2,2,6,14,0,-1,-1,-1,-1,-1,100,5,8,20,5,2,1,3,2,"","最上型重巡洋艦１番艦。<br>最上の後部主砲を全て取り払って、代わりに水上機を<br>運用する航空甲板を設置した、航空巡洋艦だよ。<br>水上機母艦並の航空力と火力、どうよ！",55,60,3,"nvooracdznoz",61,1,627
502,302,"三隈改二","みくま",6,9,9026,121,507,89,1800,3800,0,0,0,0,2,59,73,66,68,31,77,38,87,30,83,41,73,0,0,0,0,0,38,38,80,114,114,22,28,82,126,131,12,77,10,2,7,4,2,3,6,13,0,-1,-1,-1,-1,-1,100,5,8,20,5,2,1,3,2,"","最上型１番艦のモガミンとは、とっても仲がいいのだ<br>けれど、仲が良すぎて彼女とは衝突することも多いの<br>…ええ、そう…物理的に…私はちゃんと前見てるの<br>よ？",55,60,3,"qbyfefmuydvr",63,1,627
503,303,"鈴谷改二","すずや",6,9,9036,129,508,88,800,4700,1,0,0,0,2,61,73,68,70,30,76,40,88,30,85,42,74,0,0,0,0,0,41,41,82,115,115,26,26,83,129,129,14,76,10,2,7,4,3,3,7,11,0,-1,-1,-1,-1,-1,100,5,8,20,5,2,1,3,2,"鈴谷だよ！にぎやかな艦隊だね！<br>よろしくね！","鈴谷は、最上型重巡洋艦の３番艦。横須賀海軍工廠生<br>まれなんだよ～、ふふ～ん。巡洋艦の名前は川由来な<br>んだけど、鈴谷は樺太の鈴谷川がその由来なの。知っ<br>てた？",55,60,3,"zkiopeqgwlog",67,1,627
504,304,"熊野改二","くまの",6,9,9046,130,509,88,800,4700,1,0,0,0,2,62,74,69,71,30,76,40,87,30,84,42,75,0,0,0,0,0,40,40,81,114,114,25,25,81,126,126,13,75,10,2,7,4,3,3,7,11,0,-1,-1,-1,-1,-1,100,5,8,20,5,2,1,3,2,"<br>","神戸生まれのお洒落な重巡といえば、わたくし、熊野<br>ですね。マレー、ミッドウェー、ソロモン、マリアナ<br>と主要な名所、いえ激戦地に参上いたしましたのよ。<br>最期は日本に帰りたかったけれど……。",55,60,3,"babicartxhcm",67,1,627
506,306,"最上改二特","もがみ",6,9,9017,501,501,90,1300,1700,0,0,0,0,3,61,74,68,70,40,81,39,90,30,86,41,78,0,0,0,0,0,39,39,81,115,115,24,24,80,125,125,18,80,10,2,8,4,2,2,7,3,0,-1,-1,-1,-1,-1,100,5,8,20,5,2,1,3,2,"","最上型重巡洋艦、一番艦。航空艤装もある程度残しな<br>がら、再び主砲を装備した火力型重改装のボク。<br>どうだろう！<br>夜の撃ち合いもボクに任せて！",55,70,3,"lucqlupwpmvi",61,1,627
507,307,"三隈改二特","みくま",16,9,9027,502,502,89,1300,1700,0,0,0,0,3,59,73,66,68,31,78,46,92,35,88,41,75,0,0,0,0,0,35,35,75,107,107,32,33,89,134,135,12,77,10,2,8,4,2,3,6,2,0,-1,-1,-1,-1,-1,100,5,8,20,5,2,1,3,2,"","最上型１番艦のモガミンとは、とっても仲がいいのだ<br>けれど、仲が良すぎて彼女とは衝突することも多いの<br>…ええ、そう…物理的に…私はちゃんと前見てるの<br>よ？",60,75,3,"cclxikrpjonk",63,1,627
508,308,"鈴谷航改二","すずや",7,9,9037,503,503,88,1300,4500,0,0,0,0,3,61,73,68,70,0,59,0,0,33,87,42,74,0,0,0,0,0,42,42,83,116,116,46,46,85,116,116,13,76,10,2,8,4,17,22,18,4,0,-1,-1,-1,-1,-1,100,5,9,20,6,1,0,3,3,"鈴谷だよ！にぎやかな艦隊だね！<br>よろしくね！","鈴谷は、最上型重巡洋艦の３番艦。横須賀海軍工廠生<br>まれなんだよ～、ふふ～ん。巡洋艦の名前は川由来な<br>んだけど、鈴谷は樺太の鈴谷川がその由来なの。知っ<br>てた？",60,55,3,"kkloilykwado",67,1,627
509,309,"熊野航改二","くまの",7,9,9047,504,504,88,1300,4500,0,0,0,0,3,62,74,69,71,0,58,0,0,33,86,42,75,0,0,0,0,0,41,41,82,115,115,45,45,83,114,114,12,75,10,2,8,4,17,22,18,4,0,-1,-1,-1,-1,-1,100,5,9,20,6,1,0,3,3,"<br>","神戸生まれのお洒落な重巡といえば、わたくし、熊野<br>ですね。マレー、ミッドウェー、ソロモン、マリアナ<br>と主要な名所、いえ激戦地に参上いたしましたのよ。<br>最期は日本に帰りたかったけれど……。",60,55,3,"oqjojspqklln",67,1,627
